"","AAGE","F_ACLSWKR","F_EDUCATION","F_STATUSMARIT","F_AMJIND","F_AMJOCC","F_RACE","F_ORIGIN","F_ASEX","F_AWKSTAT","F_FILESTATUS","F_HHDFMX","F_HHDREL","MARSUPWT","CHILDS","F_CONBIRTHFATH","F_CONBIRTHMOTH","F_PENATVTY","F_PRCITSHP","WKSWORKYEAR","TARGET"
"4613",14,"Private","Children","Never_married","Not_in_universe_or_children","Adm_support_including_clerical","White","All_other","Female","Children_or_Armed_Forces","Nonfiler","Child_under_18_of_RP_of_unrel_subfamily","Nonrelative_of_householder",704.92,0,"United-States","United-States","United-States","Native-_Born_in_the_United_States",0,"-_50000."
"4614",77,"Private","High_school_graduate","Never_married","Not_in_universe_or_children","Adm_support_including_clerical","White","All_other","Male","Not_in_labor_force","Single","Nonfamily_householder","Householder",945.28,0,"Outlying-U_S_(Guam_USVI_etc)","Outlying-U_S_(Guam_USVI_etc)","United-States","Native-_Born_in_the_United_States",0,"-_50000."
"4615",27,"Private","Bachelors_degree(BA_AB_BS)","Never_married","Manufacturing-nondurable_goods","Professional_specialty","White","All_other","Male","Children_or_Armed_Forces","Single","Secondary_individual","Nonrelative_of_householder",771.86,4,"United-States","United-States","United-States","Native-_Born_in_the_United_States",52,"-_50000."
"4616",47,"Local_government","Masters_degree(MA_MS_MEng_MEd_MSW_MBA)","Divorced","Education","Executive_admin_and_managerial","White","All_other","Male","Full-time_schedules","Head_of_household","Householder","Householder",905.03,6,"United-States","United-States","United-States","Native-_Born_in_the_United_States",52,"50000+."
"4617",45,"Private","High_school_graduate","Married-civilian_spouse_present","Business_and_repair_services","Handlers_equip_cleaners_etc","White","All_other","Male","Unemployed_full-time","Joint_both_under_65","Householder","Householder",2309.3,4,"United-States","United-States","United-States","Native-_Born_in_the_United_States",16,"-_50000."
"4618",45,"Self-employed-incorporated","Bachelors_degree(BA_AB_BS)","Married-civilian_spouse_present","Retail_trade","Sales","White","All_other","Female","Children_or_Armed_Forces","Joint_both_under_65","Spouse_of_householder","Spouse_of_householder",384.88,3,"United-States","United-States","United-States","Native-_Born_in_the_United_States",50,"-_50000."
"4619",14,"Private","Children","Never_married","Not_in_universe_or_children","Adm_support_including_clerical","White","All_other","Female","Children_or_Armed_Forces","Nonfiler","Child_<18_never_marr_not_in_subfamily","Child_under_18_never_married",942.95,0,"United-States","United-States","United-States","Native-_Born_in_the_United_States",0,"-_50000."
"4620",19,"Private","High_school_graduate","Never_married","Construction","Precision_production_craft_&_repair","White","Mexican-American","Male","Full-time_schedules","Single","Child_18+_never_marr_Not_in_a_subfamily","Child_18_or_older",226.5,2,"United-States","United-States","United-States","Native-_Born_in_the_United_States",16,"-_50000."
"4621",2,"Private","Children","Never_married","Not_in_universe_or_children","Professional_specialty","Asian_or_Pacific_Islander","All_other","Male","Children_or_Armed_Forces","Nonfiler","Child_<18_never_marr_not_in_subfamily","Child_under_18_never_married",988.23,0,"Vietnam","Vietnam","United-States","Native-_Born_in_the_United_States",0,"-_50000."
"4622",36,"Local_government","Bachelors_degree(BA_AB_BS)","Married-civilian_spouse_present","Public_administration","Executive_admin_and_managerial","White","All_other","Female","Children_or_Armed_Forces","Joint_both_under_65","Spouse_of_householder","Spouse_of_householder",2153.92,6,"United-States","United-States","United-States","Native-_Born_in_the_United_States",52,"-_50000."
"4623",39,"Private","Some_college_but_no_degree","Married-civilian_spouse_present","Not_in_universe_or_children","Adm_support_including_clerical","White","All_other","Female","Children_or_Armed_Forces","Joint_both_under_65","Spouse_of_householder","Spouse_of_householder",1572.55,0,"United-States","United-States","United-States","Native-_Born_in_the_United_States",0,"-_50000."
"4624",50,"Private","11th_grade","Widowed","Not_in_universe_or_children","Adm_support_including_clerical","Black","All_other","Female","Not_in_labor_force","Nonfiler","Householder","Householder",1725.43,0,"United-States","United-States","United-States","Native-_Born_in_the_United_States",0,"-_50000."
"4625",79,"Private","7th_and_8th_grade","Married-civilian_spouse_present","Not_in_universe_or_children","Adm_support_including_clerical","White","All_other","Female","Children_or_Armed_Forces","Joint_both_65+","Spouse_of_householder","Spouse_of_householder",2182.78,0,"United-States","United-States","United-States","Native-_Born_in_the_United_States",0,"-_50000."
"4626",28,"Private","11th_grade","Married-civilian_spouse_present","Not_in_universe_or_children","Adm_support_including_clerical","White","All_other","Female","Not_in_labor_force","Nonfiler","Spouse_of_householder","Spouse_of_householder",1067.77,0,"United-States","United-States","United-States","Native-_Born_in_the_United_States",0,"-_50000."
"4627",36,"Private","Some_college_but_no_degree","Divorced","Manufacturing-nondurable_goods","Machine_operators_assmblrs_&_inspctrs","White","All_other","Female","Children_or_Armed_Forces","Single","Child_18+_ever_marr_Not_in_a_subfamily","Child_18_or_older",2005.99,2,"United-States","United-States","United-States","Native-_Born_in_the_United_States",26,"-_50000."
"4628",2,"Private","Children","Never_married","Not_in_universe_or_children","Adm_support_including_clerical","Black","All_other","Male","Children_or_Armed_Forces","Nonfiler","Grandchild_<18_never_marr_child_of_subfamily_RP","Other_relative_of_householder",1650.6,0,"United-States","United-States","United-States","Native-_Born_in_the_United_States",0,"-_50000."
"4629",14,"Private","Children","Never_married","Not_in_universe_or_children","Adm_support_including_clerical","White","Mexican_(Mexicano)","Male","Children_or_Armed_Forces","Nonfiler","Child_<18_never_marr_not_in_subfamily","Child_under_18_never_married",2385.31,0,"Mexico","Mexico","Mexico","Foreign_born-_Not_a_citizen_of_U_S",0,"-_50000."
"4630",51,"Private","Some_college_but_no_degree","Married-civilian_spouse_present","Retail_trade","Adm_support_including_clerical","White","All_other","Female","Full-time_schedules","Joint_both_under_65","Spouse_of_householder","Spouse_of_householder",1938.71,2,"United-States","United-States","United-States","Native-_Born_in_the_United_States",26,"-_50000."
"4631",48,"Federal_government","Masters_degree(MA_MS_MEng_MEd_MSW_MBA)","Married-civilian_spouse_present","Education","Executive_admin_and_managerial","White","Mexican_(Mexicano)","Male","Children_or_Armed_Forces","Joint_both_under_65","Spouse_of_householder","Spouse_of_householder",428.81,5,"United-States","Mexico","United-States","Native-_Born_in_the_United_States",52,"-_50000."
"4632",23,"Private","Associates_degree-academic_program","Married-civilian_spouse_present","Retail_trade","Sales","White","All_other","Female","Children_or_Armed_Forces","Joint_both_under_65","Householder","Householder",2084.47,6,"United-States","United-States","United-States","Native-_Born_in_the_United_States",40,"-_50000."
"4633",5,"Private","Children","Never_married","Not_in_universe_or_children","Adm_support_including_clerical","White","Central_or_South_American","Female","Children_or_Armed_Forces","Nonfiler","Child_<18_never_marr_not_in_subfamily","Child_under_18_never_married",1528.86,0,"United-States","Honduras","United-States","Native-_Born_in_the_United_States",0,"-_50000."
"4634",58,"Private","High_school_graduate","Separated","Not_in_universe_or_children","Adm_support_including_clerical","White","All_other","Male","Not_in_labor_force","Nonfiler","Child_18+_ever_marr_Not_in_a_subfamily","Child_18_or_older",969.97,0,"United-States","United-States","United-States","Native-_Born_in_the_United_States",0,"-_50000."
"4635",60,"Private","10th_grade","Married-civilian_spouse_present","Not_in_universe_or_children","Adm_support_including_clerical","White","All_other","Male","Not_in_labor_force","Nonfiler","Householder","Householder",1788.74,0,"United-States","United-States","United-States","Native-_Born_in_the_United_States",0,"-_50000."
"4636",52,"Private","High_school_graduate","Married-civilian_spouse_present","Retail_trade","Other_service","White","All_other","Female","Full-time_schedules","Joint_both_under_65","Spouse_of_householder","Spouse_of_householder",1574.99,3,"United-States","United-States","United-States","Native-_Born_in_the_United_States",52,"-_50000."
"4637",20,"Private","Some_college_but_no_degree","Never_married","Not_in_universe_or_children","Adm_support_including_clerical","White","All_other","Male","Not_in_labor_force","Single","Nonfamily_householder","Householder",1897.45,4,"United-States","United-States","United-States","Native-_Born_in_the_United_States",15,"-_50000."
"4638",66,"Private","10th_grade","Widowed","Not_in_universe_or_children","Adm_support_including_clerical","Black","All_other","Male","Not_in_labor_force","Nonfiler","Householder","Householder",1483.13,0,"United-States","United-States","United-States","Native-_Born_in_the_United_States",0,"-_50000."
"4639",80,"Private","9th_grade","Widowed","Not_in_universe_or_children","Adm_support_including_clerical","White","All_other","Female","Children_or_Armed_Forces","Single","Householder","Householder",2045.64,0,"United-States","United-States","United-States","Native-_Born_in_the_United_States",0,"-_50000."
"4640",1,"Private","Children","Never_married","Not_in_universe_or_children","Adm_support_including_clerical","White","All_other","Male","Children_or_Armed_Forces","Nonfiler","Child_<18_never_marr_not_in_subfamily","Child_under_18_never_married",1244.39,0,"United-States","United-States","United-States","Native-_Born_in_the_United_States",0,"-_50000."
"4641",40,"Private","Doctorate_degree(PhD_EdD)","Married-civilian_spouse_present","Medical_except_hospital","Adm_support_including_clerical","White","All_other","Female","Full-time_schedules","Joint_both_under_65","Spouse_of_householder","Spouse_of_householder",2148.58,1,"United-States","United-States","United-States","Foreign_born-_Not_a_citizen_of_U_S",52,"-_50000."
"4642",15,"Private","7th_and_8th_grade","Never_married","Not_in_universe_or_children","Adm_support_including_clerical","Asian_or_Pacific_Islander","All_other","Female","Not_in_labor_force","Nonfiler","Child_<18_never_marr_not_in_subfamily","Child_under_18_never_married",672.24,0,"Philippines","Philippines","United-States","Native-_Born_in_the_United_States",0,"-_50000."
"4643",56,"Private","11th_grade","Married-civilian_spouse_present","Not_in_universe_or_children","Adm_support_including_clerical","White","All_other","Female","Children_or_Armed_Forces","Joint_both_under_65","Spouse_of_householder","Spouse_of_householder",491.05,0,"United-States","United-States","United-States","Native-_Born_in_the_United_States",0,"-_50000."
"4644",26,"Private","10th_grade","Married-civilian_spouse_present","Retail_trade","Handlers_equip_cleaners_etc","White","All_other","Male","Full-time_schedules","Joint_both_under_65","Householder","Householder",1207.4,6,"United-States","United-States","United-States","Native-_Born_in_the_United_States",52,"-_50000."
"4645",0,"Private","Children","Never_married","Not_in_universe_or_children","Adm_support_including_clerical","White","All_other","Male","Children_or_Armed_Forces","Nonfiler","Child_<18_never_marr_not_in_subfamily","Child_under_18_never_married",714.59,0,"United-States","United-States","United-States","Native-_Born_in_the_United_States",0,"-_50000."
"4646",12,"Private","Children","Never_married","Not_in_universe_or_children","Adm_support_including_clerical","White","All_other","Male","Children_or_Armed_Forces","Nonfiler","Child_<18_never_marr_not_in_subfamily","Child_under_18_never_married",1759.61,0,"United-States","United-States","United-States","Native-_Born_in_the_United_States",0,"-_50000."
"4647",74,"Private","Some_college_but_no_degree","Widowed","Not_in_universe_or_children","Adm_support_including_clerical","White","All_other","Female","Children_or_Armed_Forces","Nonfiler","Nonfamily_householder","Householder",1540.19,0,"United-States","United-States","United-States","Native-_Born_in_the_United_States",0,"-_50000."
